Id,Model,Price,Age_06_15,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,cc,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar,,,,,,,,,,,,,
394,TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,8250,86,5,2008,135258,Diesel,69,1,Grey,0,1900,5,4,5,185,1140,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
395,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,9950,83,8,2008,131364,Petrol,110,1,Black,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
396,TOYOTA Corolla 1.8D Stationwagen,4450,90,1,2008,129155,Diesel,69,0,White,0,1800,5,4,5,64,1110,0,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
397,ÿTOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,9950,84,7,2008,126110,Petrol,110,0,Black,0,1600,3,4,5,85,1055,0,1,3,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,
398,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9000,82,9,2008,119742,Petrol,110,1,Blue,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,,,,,,,,,,,,,
399,TOYOTA Corolla 1.9 D LB LINEA SOL 4/5-Doors,9950,87,4,2008,117913,Diesel,69,1,Blue,0,1900,5,4,5,64,1110,0,1,3,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,
400,TOYOTA Corolla 2.0 D4D HATCHB TERRA 2/3-Doors,12450,81,10,2008,117430,Diesel,90,1,Blue,0,2000,3,4,5,210,1165,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,,,
401,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10500,89,2,2008,117175,Petrol,110,1,Green,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
402,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10750,88,3,2008,115558,Petrol,110,1,Blue,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,,,,,,,,,,,,,
403,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,87,4,2008,115113,Petrol,97,1,Grey,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
404,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,10500,88,3,2008,115046,Diesel,69,1,Blue,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
405,TOYOTA Corolla 2.0D 4/5-Doors,5150,90,1,2008,113997,Diesel,72,1,Green,0,2000,5,4,5,64,1135,0,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
406,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,83,8,2008,107859,Petrol,97,0,Blue,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
407,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9450,86,5,2008,104805,Petrol,97,1,Black,0,1400,3,4,5,69,1025,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
408,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,88,3,2008,103454,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,
409,TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,10950,85,6,2008,103018,Diesel,69,0,White,0,1900,5,4,5,185,1140,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
410,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11900,81,10,2008,102352,Petrol,110,1,Red,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,
411,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9950,84,7,2008,102030,Petrol,97,1,Green,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
412,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,88,3,2008,101352,Petrol,110,0,Red,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
413,TOYOTA Corolla 1.6 16v TERRA 4/5-Doors,7900,84,7,2008,99865,Petrol,110,1,Red,0,1600,4,4,5,69,1035,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
414,ÿTOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10950,86,5,2008,99323,Petrol,110,1,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,
415,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,8950,82,9,2008,98100,Diesel,69,1,Grey,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
416,ÿTOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11950,85,6,2008,98040,Petrol,110,0,Grey,0,1600,5,4,5,85,1080,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
417,TOYOTA Corolla 1.6 HB SOL 2/3-Doors,10900,83,8,2008,97600,Petrol,110,1,Silver,0,1600,3,4,5,69,1045,0,1,6,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,,,,,,,,,,,,,
418,ÿTOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9950,89,2,2008,97234,Petrol,110,0,Blue,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
419,ÿTOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9950,85,6,2008,96135,Diesel,72,0,Black,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,,,,,,,,,,,,,
420,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,10950,88,3,2008,96100,Petrol,110,1,Green,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
421,ÿTOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,89,2,2008,94401,Diesel,72,0,Red,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,,,,,,,,,,,,,
422,ÿTOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,89,2,2008,94122,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,,,,,,,,,,,,,
423,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10500,83,8,2008,91340,Petrol,110,1,Blue,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,
424,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,87,4,2008,90200,Petrol,97,0,White,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,,,
425,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,9250,87,4,2008,90097,Diesel,69,1,Red,0,1900,5,4,5,185,1140,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,,,,,,,,,,,,,
426,ÿTOYOTA Corolla LIFTBACK 1.4 VVT-i LINEA TERRA 4/5-Doors,11500,82,9,2008,89049,Petrol,97,1,Black,0,1400,5,4,5,85,1060,0,1,12,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,,,,,
427,ÿTOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,9750,86,5,2008,89000,Petrol,110,0,Grey,0,1600,5,4,5,85,1075,0,0,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
428,ÿTOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,9950,79,12,2008,87274,Petrol,110,1,Grey,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
429,ÿTOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11450,83,8,2008,86221,Petrol,110,0,Grey,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
430,TOYOTA Corolla 1.6 VVT-i L. Sol Wagon Stationwagen,12500,88,3,2008,84598,Petrol,110,0,Red,0,1600,5,4,5,19,1075,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,,,,,,,,,,,,,
431,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10500,84,7,2008,83567,Petrol,110,0,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
432,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12950,84,7,2008,83106,Petrol,110,1,Silver,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
433,ÿTOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12200,84,7,2008,82805,Petrol,110,1,Green,0,1600,3,4,5,69,1040,1,1,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
434,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,10950,84,7,2008,82735,Petrol,97,1,Black,0,1400,3,4,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,
435,ÿTOYOTA Corolla 1.6 LB LINEA SOL 4/5-Doors,10950,88,3,2008,81905,Petrol,110,1,Green,0,1600,5,4,5,19,1105,0,1,6,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,
436,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11290,83,8,2008,80320,Petrol,110,1,Silver,1,1600,3,4,5,85,1070,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,,,,,,,,,,,,,
437,TOYOTA Corolla 1.4 VVT-i Linea Sol HB 2/3-Doors,10750,83,8,2008,80090,Petrol,97,1,Silver,0,1400,3,4,5,69,1030,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,,,,,,,,,,,,,
438,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10895,87,4,2008,79800,Petrol,110,0,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
439,ÿTOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,81,10,2008,78785,CNG,110,1,Black,0,1600,5,4,5,197,1119,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,,,,,,,,,,,,,
440,ÿTOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9750,82,9,2008,78600,Petrol,110,1,Blue,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,,,,,,,,,,,,,
441,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10250,89,2,2008,77780,Petrol,110,0,Red,0,1600,3,4,5,69,1040,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
442,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,12500,83,8,2008,77648,Petrol,110,0,Red,0,1600,4,4,5,69,1030,1,1,3,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
443,ÿTOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11950,88,3,2008,77270,Petrol,110,1,Blue,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
444,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10750,84,7,2008,76167,Petrol,97,1,Blue,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
445,ÿTOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11450,80,11,2008,75249,Petrol,110,1,Red,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
446,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,88,3,2008,75231,Petrol,110,1,Grey,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
447,TOYOTA Corolla 1.6 G6 HB 2/3-Doors,11750,82,9,2008,75045,Petrol,110,1,Silver,0,1600,3,4,6,85,1055,0,0,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,,,,,,,,,,,,,
448,ÿTOYOTA Corolla 1.6 16V VVT I SEDAN TERRA AUT4 4/5-Doors,10950,84,7,2008,74849,Petrol,110,1,Red,1,1600,4,4,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
449,ÿTOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,89,2,2008,74715,Petrol,110,1,Grey,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
450,ÿTOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,10995,83,8,2008,74656,Diesel,69,0,Silver,0,1900,3,4,5,185,1105,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,,,,,,,,,,,,,
451,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11450,90,1,2008,74500,Petrol,97,0,Grey,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
452,ÿTOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,8900,83,8,2008,74494,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
453,TOYOTA Corolla 1.6 4/5-Doors,10500,84,7,2008,73634,Petrol,110,0,Blue,0,1587,5,4,5,85,1075,0,0,6,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,
454,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11750,81,10,2008,73403,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
455,ÿTOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11450,83,8,2008,73175,Petrol,97,1,Silver,0,1400,3,4,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
456,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12000,86,5,2008,73000,Petrol,110,0,Grey,0,1600,3,4,5,85,1055,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,
457,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11950,84,7,2008,72242,Petrol,110,0,Blue,1,1600,3,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
458,ÿTOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9850,87,4,2008,72000,Petrol,97,1,Green,0,1400,3,4,5,69,1025,0,0,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
459,ÿTOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,88,3,2008,71725,Petrol,110,1,Blue,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
460,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,10950,88,3,2008,71276,Petrol,110,0,Green,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
461,TOYOTA Corolla 1.9 D Linea Terra 2/3-Doors,8695,84,7,2008,70440,Diesel,69,1,Green,0,1900,3,4,5,185,1105,0,1,6,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,,,,,,,,,,,,,
462,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10990,87,4,2008,70239,Petrol,110,0,Blue,0,1600,3,4,5,69,1040,0,1,3,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,,,,,,,,,,,,,
463,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,89,2,2008,69813,Petrol,97,1,Silver,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,,,,,,,,,,,,,
464,ÿTOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,11950,83,8,2008,69659,Petrol,86,0,Red,0,1300,3,4,6,69,1025,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,,,,,,,,,,,,,
465,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,80,11,2008,69574,Petrol,97,0,Blue,0,1400,5,4,5,85,1065,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
466,ÿTOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,8750,81,10,2008,69000,Diesel,69,1,Blue,0,1900,5,4,5,185,1140,0,1,3,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
467,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,8750,83,8,2008,68565,Petrol,110,1,Blue,0,1600,4,4,5,69,1030,0,1,3,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
468,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,11450,89,2,2008,68520,Diesel,72,1,Red,0,2000,3,4,5,185,1115,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,,,
469,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,80,11,2008,68414,Petrol,97,0,Red,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
470,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11950,90,1,2008,66777,Petrol,110,0,Red,0,1600,5,4,5,85,1090,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,
471,ÿTOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,13950,86,5,2008,66527,Petrol,110,1,Blue,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,
472,ÿTOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11250,88,3,2008,66063,Petrol,110,1,Black,0,1600,5,4,5,85,1090,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,
473,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,84,7,2008,65471,Petrol,97,1,Green,0,1400,5,4,5,85,1060,0,1,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
474,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,90,1,2008,65400,Petrol,97,1,Silver,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
475,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,86,5,2008,65170,Petrol,97,1,Grey,0,1400,3,4,5,69,1025,1,1,3,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,,,,,,,,,,,,,
476,TOYOTA Corolla 1.6 sol lb 4/5-Doors,11950,90,1,2008,65000,Petrol,110,1,Silver,0,1600,5,4,5,19,1075,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
477,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10450,82,9,2008,64193,Petrol,110,1,Grey,0,1600,3,4,5,69,1040,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
478,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,88,3,2008,64000,Petrol,97,1,Blue,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,,,,,,,,,,,,,
479,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10250,88,3,2008,63792,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,,,,,,,,,,,,,
480,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,9930,87,4,2008,63635,Petrol,110,1,Blue,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,
481,ÿTOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,88,3,2008,63135,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,,,,,,,,,,,,,
482,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,88,3,2008,63123,Petrol,110,1,Silver,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
483,TOYOTA Corolla 1.9 D Wagon Stationwagen,11500,82,9,2008,63000,Diesel,69,1,Silver,0,1900,5,4,5,185,1140,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,,,,,,,,,,,,,
484,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11500,89,2,2008,63000,Petrol,110,0,Green,0,1600,4,4,5,69,1035,0,1,3,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
485,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,88,3,2008,62987,Petrol,110,0,Red,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,
486,ÿTOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9900,90,1,2008,62751,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,,,,,,,,,,,,,
487,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,88,3,2008,62519,Petrol,97,0,Black,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,,,,,,,,,,,,,
488,ÿTOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10500,84,7,2008,62280,Petrol,97,1,Green,0,1400,5,4,5,85,1060,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
489,ÿTOYOTA Corolla 1.6 VVTI Linea Terra liftback 4/5-Doors,10750,84,7,2008,61672,Petrol,110,0,Blue,0,1600,5,4,5,85,1075,0,0,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,,,,,
490,TOYOTA Corolla LIFTBACK 1.9 D Linea Terra 4/5-Doors,8950,88,3,2008,61000,Diesel,69,0,White,0,2000,5,4,5,185,1140,0,1,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,
491,ÿTOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,12000,90,1,2008,61000,Petrol,110,1,Black,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
492,TOYOTA Corolla ! 1.6-16v vvt-i sol airco sedan 4/5-Doors,9940,87,4,2008,60558,Petrol,110,1,Blue,0,1600,4,4,5,19,1105,0,0,12,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,
493,ÿTOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,81,10,2008,60348,Petrol,110,0,Green,0,1600,4,4,5,69,1030,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
494,ÿTOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10750,88,3,2008,60239,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,,,,,,,,,,,,,
495,ÿTOYOTA Corolla 1.4 VVTI Linea Terra 2/3-Doors,9799,85,6,2008,59000,Petrol,97,1,Silver,0,1400,3,4,5,69,1025,0,1,6,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,,,,,,,,,,,,,
